V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144
6331.112396,6578.999093,6696.229311,6407.754972,5986.574196,4726.301535,3660.504795,4826.257006,3323.654818,3654.984409,3244.196514,3189.562116,8893.27385,34545.63185,9947.466858,10718.36733,11675.49291,11086.70361,10084.53718,9113.39489,9747.791739,8169.236264,7162.408418,7077.78403,6701.215046,7945.989832,10922.23329,11729.39482,8232.240509,10632.14807,10246.87045,9552.705073,6882.462126,13115.75235,0,1738.190587,16129.78063,17464.31438,16682.52874,15701.48942,14203.24731,14366.35778,9579.732818,6370.752732,6492.071099,6722.012884,5581.686212,5738.564196,5427.758514,3362.64267,2987.219431,3220.761015,3083.813422,3432.090958,3965.726621,2266.826081,12264.08047,11313.54922,10143.19777,10128.06873,10232.09849,11930.47859,10667.67076,6317.211451,6479.61629,47007.2588,48454.50384,27393.25071,28151.19583,28754.35809,16555.27426,14953.75663,14125.4859,13774.34542,4746.613715,5213.435341,8762.1067,6965.865326,3234.228073,5708.505944,7111.287681,5940.002108,10146.14152,5134.764651,5379.536422,4639.438123,5875.957038,2696.891708,2675.098579,1497.045627,2109.779402,13512.12395,14989.14239,14981.73501,15853.87389,15882.76701,15653.27516,15365.69489,15574.60634,13830.93107,15566.72435,14476.18664,14062.19219,10194.79037,11443.38788,2463.178395,7314.645301,7637.440898,6913.380733,6373.316906,7494.61604,6729.729614,6093.166889,6826.264408,16007.0393,15479.9472,15479.9472,15149.49173,15046.24967,15157.74123,14852.20195,14580.0442,14360.05582,14081.11325,13331.50407,11614.23221,10786.2458,10986.49268,9621.804801,9621.804801,6811.454985,19514.80717,19514.80717,7669.108802,7155.73134,5584.89579,5421.013806,5235.668566,5103.610354,4711.988435,4829.588397,5859.622504,7217.522468,4757.840341
7501.131313,8277.463566,8384.791561,8091.578582,7415.993867,6213.109886,5165.474795,5697.408094,4243.584034,4652.471237,1611.707562,4634.7684,9404.561658,32842.3729,8237.782825,9000.427461,9979.123149,9361.187913,8348.025855,7378.533734,8021.846897,6435.268845,5437.981976,5354.092464,5010.805733,9095.51277,11726.61299,12643.21641,9128.847475,11493.4302,10699.57668,10161.72072,7362.288182,12008.60199,1738.190587,0,14492.5301,15979.69004,15247.1551,14268.90015,12949.51747,12957.91465,8357.073752,5685.425803,6110.900162,5823.286874,4688.665147,5868.868739,5309.023143,2894.831009,2589.84219,1952.957594,1745.848644,1993.227137,2428.351606,588.9850477,10528.59239,9578.223528,8486.575346,8461.740537,8567.554875,10256.19248,8992.146876,4689.825399,7827.332526,45294.86961,46750.48377,25689.05863,26436.69663,27042.24975,14993.06841,13243.37034,12621.32868,12344.37831,5783.344343,4875.179268,7346.313003,8655.728558,4943.867811,7444.182267,8834.479938,7608.341843,10619.8704,6514.084247,6708.727567,6159.185812,5031.930314,4387.030431,4341.374381,2875.62452,2989.684171,11788.00299,13257.33772,13250.49499,14122.53044,14151.59479,13926.15332,13662.80085,13871.46064,12108.88021,13865.40692,12777.03984,12389.42575,8571.746513,13016.40514,3677.174686,8811.592475,8985.431248,8253.614596,7710.155515,8703.248979,7141.50926,7370.770894,7917.987885,14403.20793,13844.76714,13844.76714,13545.44716,13476.65504,13591.30136,13294.28955,13026.95715,12812.174,12531.27476,11719.87451,10095.41295,9225.719203,9581.109933,8155.282335,8155.282335,7800.614843,18723.63322,18723.63322,6066.502607,5459.733484,3931.577065,3795.699698,3591.595588,3480.133174,3021.059533,3098.356694,4136.401614,8810.46016,3020.292991
19077.5094,21971.65089,22004.6981,21704.59971,19978.73271,19242.99185,18482.85,17071.24697,16546.87805,16902.5556,12899.07435,19104.94879,22007.98567,18662.32108,8705.82088,8112.438297,8420.891604,7663.062424,7605.700161,7729.158953,6931.835401,8506.771799,9257.2449,9328.971236,9512.39085,23115.77056,24817.69856,25947.24203,22677.38718,24751.28458,22923.06099,22910.36945,20269.32133,7856.272794,16129.78063,14492.5301,0,3554.253378,4051.079275,3929.125122,6285.093106,4403.927694,8203.453526,12050.31397,13075.13206,11180.26468,11810.2761,18400.43207,17495.68198,15775.47984,15795.60751,14260.94664,14178.16653,13838.29918,13325.91128,14128.53736,6520.615323,6043.347311,6012.288083,6051.890202,5943.435581,4317.043558,5555.044967,9814.044229,19979.04696,31168.89184,32524.53267,11600.33903,12516.53752,13061.61279,1789.148334,2683.333318,3245.716834,4324.80256,17588.77838,13442.87729,7876.822077,22263.92968,19350.81203,21526.90838,23163.59041,22069.78098,22919.0267,20911.38209,21058.27225,20640.73816,11781.4163,18383.65703,18266.47578,16622.77629,16009.10488,6991.810998,3941.817519,3891.593165,3840.236053,3825.073437,3480.647504,2237.700897,2197.004967,3722.484195,2123.686649,2520.705991,2293.921096,5936.460388,25489.80601,18079.59152,21392.28377,20867.80965,20272.05907,19849.00751,20064.15993,16139.82178,19379.64351,19060.61497,818.8392707,651.0679267,651.0679267,1242.441045,1829.87803,1825.576896,2114.518957,2338.780864,2543.503443,2704.206873,2844.583455,4938.802564,5489.294924,6172.666272,6933.37613,6933.37613,18598.2826,22866.48626,22866.48626,11217.7894,10517.63098,11882.54925,12151.86068,12155.40993,12347.52713,12236.04864,11820.47954,11090.98387,23302.80636,11673.77839
19279.16998,22686.24063,22685.16123,22394.64692,20392.0143,19854.30416,19241.84785,17431.83967,17208.21208,17506.54128,14372.43176,20596.61641,24300.31316,18837.14605,11617.01576,11145.42864,11646.74861,10740.07705,10409.25027,10173.78484,9388.428622,10764.90005,11267.08156,11322.01557,11294.66991,24960.04475,27030.13258,28106.80808,24711.27375,26911.26456,25325.04016,25185.69864,22441.77815,6356.436425,17464.31438,15979.69004,3554.253378,0,1140.760086,1943.726613,4544.29901,3286.558511,8310.488766,12329.2085,13159.263,11541.57967,12427.83227,20595.48217,19718.44042,17740.81463,17693.94737,16149.76579,16025.88845,15730.21148,15285.28307,15721.85514,9760.35818,8958.840126,7984.63032,8091.919219,7985.118717,6751.766762,7750.390576,11369.48377,20269.18104,31192.74781,32391.7692,12239.80703,13317.67948,13753.48363,1782.337015,6191.658031,3366.158424,3762.337353,17998.85893,13836.18491,8715.092412,22928.7862,20579.85051,22453.55528,24224.0015,23317.99952,25303.70779,22493.67557,22685.11006,22094.55511,12295.59807,19400.47074,19259.50989,17669.99429,16921.07513,10432.68401,7480.69215,7429.552509,7386.470708,7369.936648,7033.533499,5780.383182,5750.312577,7072.269911,5676.423732,5897.828871,5330.016514,7681.588171,25590.08623,19654.96127,21721.63199,21016.08671,20501.86565,20145.08384,20123.87303,16050.7359,19675.2293,19147.52207,2843.98312,3753.148417,3753.148417,3335.228898,2927.992437,2801.113867,2969.121232,3169.059344,3332.054493,3604.929511,4812.133609,5893.781793,6821.104553,6531.790765,7842.712084,7842.712084,18639.79808,26290.17134,26290.17134,13835.29808,12927.85742,14063.71779,14329.66096,14281.79007,14467.87528,14214.16135,13724.2467,13192.59225,24671.71657,13479.73614
18263.80754,21747.8015,21740.36542,21452.41697,19406.82203,18905.40091,18323.25425,16448.16994,16279.62019,16565.65897,13649.84261,19838.87425,23772.36022,19962.99891,11437.94798,11034.8884,11641.60906,10659.46997,10200.62537,9823.52357,9061.422863,10334.47896,10743.4586,10792.00764,10699.466,24284.1171,26465.85373,27521.71469,24094.43999,26329.39222,24834.16887,24648.8075,21878.74421,5225.181132,16682.52874,15247.1551,4051.079275,1140.760086,0,981.1203891,3413.885704,2338.055574,7366.673213,11362.12718,12153.04989,10597.25981,11524.3719,20048.18974,19185.10608,17133.93239,17066.5926,15530.48747,15395.09417,15115.27502,14695.16202,15020.06067,9791.741682,8833.686555,7534.419183,7659.703314,7557.507249,6517.144927,7383.715279,10706.97285,19264.5243,32300.16541,33485.5293,13380.43827,14457.16125,14894.13746,2309.467479,6520.267785,2810.059957,2908.252355,17021.26733,12877.63952,7921.415659,21980.47695,19757.15945,21557.55274,23351.18731,22490.09287,24806.3893,21752.30811,21955.07559,21321.07471,11372.81669,18534.63315,18389.11949,16819.18962,16044.8418,10612.09459,7833.791381,7781.299355,7860.022319,7847.58006,7481.39325,6173.198473,6180.346397,7238.867291,6103.972707,6125.974499,5423.041141,7171.957918,24547.23445,18923.71671,20719.31619,19988.31675,19487.33492,19141.70507,19085.83948,15004.77499,18673.14341,18115.8115,3250.428736,4072.666341,4072.666341,3474.216424,2890.964268,2781.157531,2819.456836,2930.411729,3023.472881,3258.105335,4586.802983,5252.079705,6229.38071,5698.285786,7092.601375,7092.601375,17603.17893,26380.14203,26380.14203,13496.71685,12518.35619,13558.54374,13820.51198,13755.70086,13937.84505,13640.33002,13132.3854,12670.63372,23868.67153,12860.81675
17342.13469,20788.89878,20783.65417,20494.77702,18467.30679,17949.87068,17357.95238,15507.50731,15316.89584,15606.94127,12672.89102,18858.48763,22831.87981,20740.54637,10663.56369,10301.98797,10971.2882,9946.737871,9415.507833,8967.533455,8220.164338,9441.33407,9814.537865,9860.88205,9748.965699,23311.29468,25514.91958,26565.55923,23131.98753,25374.21016,23904.43224,23705.54914,20929.34236,4508.567972,15701.48942,14268.90015,3929.125122,1943.726613,981.1203891,0,2715.862831,1367.966444,6405.739472,10412.44326,11224.52941,9638.254198,10553.96371,19103.67257,18244.92954,16175.63469,16103.85519,14570.14522,14432.33835,14156.11825,13742.20207,14045.26703,9157.281059,8105.870137,6644.277983,6776.729298,6677.188622,5747.455095,6533.324728,9740.681827,18335.99342,33120.02217,34328.41638,14052.71876,15106.03715,15565.44422,2406.22794,6156.532557,1946.344216,1927.391726,16077.66237,11924.76732,6940.616424,21025.05812,18776.98474,20587.11329,22376.56763,21510.35562,23874.65855,20772.75397,20976.34683,20340.10814,10407.25325,17558.59167,17413.72906,15841.12067,15070.09694,10076.55767,7465.938722,7413.130506,7596.378952,7587.813942,7201.122089,5872.588685,5912.072148,6731.272342,5835.523028,5689.339229,4900.034836,6259.275151,23647.14331,17945.12994,19789.48043,19075.71802,18565.19425,18212.37964,18181.45032,14107.2657,17742.99017,17206.18591,3111.895617,3793.459371,3793.459371,3086.354001,2414.735026,2332.732933,2258.231827,2286.090906,2317.450772,2508.260944,3862.33543,4303.375619,5291.565808,4717.228646,6115.535625,6115.535625,16697.53669,25738.22055,25738.22055,12635.40445,11628.49944,12631.50427,12891.85531,12821.69049,13002.41697,12692.44459,12180.16403,11739.22409,22887.78151,11902.1875
15077.04406,18756.95829,18731.86822,18452.33969,16296.99029,15899.67838,15409.18436,13358.16592,13353.07601,13599.82184,11423.24901,17392.77687,21978.32743,23376.88119,11049.37724,10879.11556,11762.91511,10618.21475,9804.926644,9013.372478,8392.768577,9226.525928,9301.378674,9325.709976,9020.06822,22041.46528,24537.71752,25523.602,22029.96515,24349.98151,23140.66135,22818.87118,20000.3614,1812.138323,14203.24731,12949.51747,6285.093106,4544.29901,3413.885704,2715.862831,0,1891.171869,4623.580096,8379.797841,9032.93942,7709.183257,8752.457647,18242.92947,17436.65009,15194.79431,15064.6323,13587.68095,13418.9436,13196.82466,12867.63168,12825.88184,10142.44096,8809.826076,6639.848984,6808.174776,6735.272978,6474.948328,6786.212245,8797.867242,16102.59484,35703.55887,36874.24586,16755.06369,17815.3164,18268.52867,5036.69593,7996.87145,3231.026217,2193.298612,13945.02475,9898.159048,5736.264706,18961.23293,17115.95122,18687.81065,20537.9776,19811.89038,23093.78292,19336.37696,19571.22887,18812.95326,8539.097861,15775.38935,15617.57153,14123.82651,13280.63134,11326.92611,9228.902081,9177.862895,9555.520539,9554.227262,9146.017453,7847.348206,7940.156881,8214.848551,7867.580329,7411.712191,6498.405265,6127.60008,21277.59525,16569.3451,17558.64453,16763.89163,16298.51191,15983.65205,15837.88203,11749.71939,15520.40223,14886.68853,5516.375,5962.222847,5962.222847,5181.134342,4494.958557,4473.942924,4232.348685,4084.743157,3957.251728,3958.314839,5043.764743,4133.972719,5059.115321,3665.410385,5171.847755,5171.847755,14363.03603,26412.96537,26412.96537,12510.15107,11351.14021,12041.03855,12280.66936,12163.81974,12326.92502,11898.57687,11350.26613,11134.54246,21254.01076,11000.27427
15993.81124,19421.27277,19416.44256,19127.37579,17107.20337,16582.99723,15990.0892,14147.1005,13948.93828,14239.41004,11369.7877,17531.44855,21635.46621,21983.32683,9854.852635,9577.120608,10355.54626,9264.000831,8597.615731,8003.718654,7297.321438,8387.979971,8669.78216,8710.078022,8544.297711,22021.3429,24290.41652,25326.61744,21876.28092,24138.36728,22733.32357,22501.66944,19711.2625,3494.15239,14366.35778,12957.91465,4403.927694,3286.558511,2338.055574,1367.966444,1891.171869,0,5038.176045,9048.202568,9873.162933,8270.85261,9187.382276,17899.74192,17052.92004,14936.44521,14851.28023,13326.44429,13181.27723,12916.50924,12521.38671,12751.24073,8629.048855,7420.515631,5627.173927,5775.710868,5684.396934,5033.697316,5615.91592,8485.015969,16982.65795,34395.73728,35623.90222,15205.96127,16233.70056,16714.18403,3290.588007,6158.063306,1395.747851,667.6142756,14715.62239,10559.01689,5615.027589,19658.15071,17425.92158,19220.65905,21013.13593,20157.14764,22698.84766,19451.87157,19660.56769,19005.79166,9039.367146,16196.89755,16051.18035,14483.09205,13706.80818,9705.7098,7417.142322,7365.323785,7700.026318,7697.327249,7291.639313,5981.389478,6066.45657,6479.77747,5993.018004,5596.345578,4705.140389,5188.150167,22314.4166,16630.8891,18435.07497,17733.88764,17216.274,16858.53345,16846.52522,12780.19304,16388.67079,15867.24969,3650.909215,4071.105993,4071.105993,3290.247928,2604.139887,2585.781812,2341.436542,2202.306521,2091.880067,2132.026169,3353.6801,3155.618275,4161.135944,3381.668382,4822.863738,4822.863738,15362.07493,25108.26219,25108.26219,11636.33853,10570.83099,11481.81325,11737.4354,11653.8178,11830.46917,11487.75918,10964.16134,10580.91571,21541.88945,10667.53769
11037.23212,14383.15932,14378.43319,14089.2192,12094.23912,11545.55296,10957.84681,9135.670709,8912.9573,9201.237606,6870.761204,12769.28495,17534.88414,26711.02924,8401.02967,8559.345377,9684.244807,8490.978405,7344.1687,6145.501443,5863.088533,5920.511933,5561.188763,5553.163807,5033.609331,17435.71376,20020.72078,20977.32864,17470.90022,19813.73437,18743.48544,18352.73806,15527.52425,3723.563401,9579.732818,8357.073752,8203.453526,8310.488766,7366.673213,6405.739472,4623.580096,5038.176045,0,4025.263005,4933.199889,3232.762507,4180.956025,13823.21771,13059.73585,10735.28605,10573.4955,9150.63004,8965.025799,8782.566,8523.308994,8270.61675,8625.490671,7071.512983,4371.622963,4532.570525,4535.227602,5526.159315,4900.167655,4583.448251,12000.04382,39189.25791,40473.03125,19745.5554,20696.84799,21226.58317,7888.62479,8482.414214,5275.514521,4560.84708,9696.175137,5526.125641,1717.937113,14620.57607,12515.66408,14202.19987,16016.00438,15226.25768,18686.39274,14713.24859,14949.6186,14191.72581,4009.837385,11217.58076,11065.78278,9535.366068,8720.294996,10103.65618,9308.875855,9270.780944,9974.702564,9988.827445,9604.970045,8626.493313,8804.165989,7988.056718,8755.387328,7827.455865,6986.893584,3875.840328,17414.49297,11953.46378,13445.56965,12803.70347,12253.82122,11873.76342,11952.98004,7958.798213,11402.48222,10957.9196,7737.019156,7611.259364,7611.259364,6980.990769,6573.688254,6646.905755,6306.22161,6027.16353,5792.837732,5565.842091,5560.002822,3355.924845,3312.701424,2030.861475,1991.36829,1991.36829,10473.01478,23473.24091,23473.24091,8982.45495,7714.324283,7989.959868,8196.485544,8037.61341,8176.276488,7653.462317,7094.493346,7119.018255,16651.46811,6694.519577
7043.954519,10399.70507,10385.2495,10100.13581,8068.993188,7548.862392,7029.48066,5110.89657,4973.416874,5225.670136,4704.360028,9458.826534,15064.54388,30665.08984,9681.770512,10146.83248,11334.24995,10268.22682,9016.216198,7681.75243,7823.42904,6989.611873,6089.117406,6027.167675,5300.557675,14295.87641,17262.65171,18096.34851,14591.26186,16988.22363,16374.71344,15793.8737,13021.87999,7007.38343,6370.752732,5685.425803,12050.31397,12329.2085,11362.12718,10412.44326,8379.797841,9048.202568,4025.263005,0,1165.662224,882.0088573,1169.437402,11551.46146,10953.09835,8516.016094,8246.839474,7165.482296,6939.457268,6924.797524,6932.13206,5863.461758,10882.58703,9417.628717,7029.562945,7127.799554,7186.92591,8679.811278,7659.417214,4524.323798,7985.794546,43158.2433,44462.1196,23646.72292,24565.28254,25111.86744,11885.95839,11875.01639,9274.806342,8585.711608,5671.284978,1521.830834,4266.434649,10622.36651,8911.837362,10311.08986,12174.38935,11537.21831,16291.16556,11390.25567,11668.14813,10745.7129,821.217117,7468.920765,7302.383642,5919.928837,5011.005055,12395.00636,12451.37964,12422.8035,13222.25568,13242.29053,12897.00262,12119.91535,12315.39212,11114.64297,12278.5822,11252.06463,10523.33377,6733.364393,13447.63032,8833.849732,9426.469501,8826.292257,8252.451615,7858.431074,8014.047579,4195.992926,7386.917061,7010.307502,11658.94331,11428.43698,11428.43698,10863.51741,10520.54213,10603.08494,10264.14087,9981.678935,9746.095316,9502.357966,9271.612664,7111.547567,6696.09895,5963.282401,5174.813961,5174.813961,6552.242445,23360.88841,23360.88841,9031.862117,7822.78262,7251.654169,7344.925388,7117.311926,7171.582009,6503.591836,6035.752917,6646.857384,13025.67436,5586.947198
6122.03916,9751.717019,9716.425907,9442.399442,7269.120217,6896.9011,6516.962051,4325.265962,4499.368689,4670.459482,5386.29127,9426.658058,15344.41275,31641.26142,10807.63481,11289.50952,12475.53673,11419.83923,10168.18693,8835.078448,8987.589472,8125.577911,7200.791848,7135.656358,6409.285587,14288.94925,17407.52686,18181.91574,14706.2827,17106.16185,16680.41385,16032.37874,13311.71659,7521.755725,6492.071099,6110.900162,13075.13206,13159.263,12153.04989,11224.52941,9032.93942,9873.162933,4933.199889,1165.662224,0,2015.137228,2152.100181,11950.40872,11419.75884,9000.25597,8700.714497,7772.593308,7542.657302,7580.375366,7662.548295,6385.296353,12047.00868,10583.28658,8182.773619,8284.061019,8341.311235,9812.258807,8811.627981,5629.57635,7111.875971,44122.16654,45405.00941,24655.44746,25590.17138,26129.02705,12821.25203,12994.76125,10208.48666,9454.15758,4913.367601,1279.667104,5376.052849,9940.161443,8693.926602,9803.89066,11706.43619,11213.85757,16587.81771,11317.64792,11615.5793,10607.03558,1874.86499,7158.750015,6981.935621,5779.323558,4829.102833,13558.73712,13596.25593,13566.92845,14360.04464,14379.58367,14030.024,13226.71285,13419.96303,12257.83662,13381.20163,12366.12019,11618.86893,7873.925862,12482.02349,8923.027698,8566.29857,7875.788378,7343.708982,6988.753484,7019.889149,3083.024196,6520.095729,6024.965621,12650.14978,12462.48493,12462.48493,11872.14205,11496.32588,11573.03291,11232.63089,10952.09898,10717.04201,10482.74481,10328.30628,8145.161604,7788.964261,6933.172567,6262.667299,6262.667299,5540.936728,24228.03765,24228.03765,10033.35566,8854.037762,8163.082129,8231.690644,7997.424804,8032.54178,7357.361897,6927.899045,7623.164774,12736.4877,6489.515364
7902.408494,11150.87441,11145.67071,10856.53486,8887.983941,8313.066259,7735.669919,5938.204587,5685.622368,5968.767494,4639.841893,9874.302348,15226.04288,29806.57689,8988.47609,9416.545926,10605.22561,9515.028717,8264.10518,6928.622031,7025.263863,6284.0517,5440.220721,5384.977146,4665.056543,14667.58996,17517.98979,18392.13994,14876.91391,17263.82951,16511.65909,15984.30598,13184.58979,6442.722678,6722.012884,5823.286874,11180.26468,11541.57967,10597.25981,9638.254198,7709.183257,8270.85261,3232.762507,882.0088573,2015.137228,0,1147.666238,11636.14433,10985.81858,8555.893561,8315.611951,7114.663239,6895.950104,6832.243188,6765.669561,5914.969429,10079.4527,8596.963117,6168.144539,6270.763825,6327.062354,7803.288592,6796.722494,3906.508935,8829.143847,42302.943,43614.08064,22778.96457,23693.16895,24241.67884,11048.61875,10995.05417,8441.54782,7786.274396,6486.153609,2304.685195,3384.478243,11387.96612,9447.030004,10995.78675,12832.17752,12118.0802,16435.41257,11818.93718,12082.21878,11220.21641,852.4141028,8069.084414,7909.766528,6445.587543,5578.546165,11595.51197,11581.91083,11552.79403,12348.46501,12368.25027,12021.01999,11238.24279,11433.58333,10243.94379,11396.68096,10371.1103,9641.345772,5860.64281,14311.5547,9173.454815,10262.86027,9689.388244,9105.388586,8700.769084,8887.178187,5074.125581,8229.479479,7882.670677,10799.79157,10556.08692,10556.08692,9998.928474,9667.93207,9752.677294,9414.643424,9131.70489,8896.167816,8648.966374,8394.5849,6241.863956,5814.380488,5121.339108,4293.904197,4293.904197,7429.215326,22981.40804,22981.40804,8533.778718,7291.926806,6881.893163,7003.204374,6786.147323,6861.710166,6211.573837,5706.756949,6202.755972,13580.8589,5253.881041
7330.329411,10278.11648,10288.35747,9993.592602,8168.463875,7478.214181,6816.24916,5277.505911,4797.815728,5123.629735,3581.490001,8743.780377,14093.22402,30471.42566,8686.263741,9196.065787,10377.26904,9351.059951,8103.757669,6780.474672,7006.702869,6025.765902,5070.369697,5002.502046,4278.455543,13525.52638,16371.8386,17244.47882,13729.30459,16116.55987,15385.07603,14845.96609,12050.85216,7553.51354,5581.686212,4688.665147,11810.2761,12427.83227,11524.3719,10553.96371,8752.457647,9187.382276,4180.956025,1169.437402,2152.100181,1147.666238,0,10523.00437,9891.630517,7456.361406,7204.913926,6055.704431,5832.605149,5797.058131,5780.736909,4806.108396,10057.28399,8643.651245,6425.386662,6500.914319,6572.851241,8163.152232,7054.343411,3498.684011,8185.992558,42977.00047,44316.94412,23400.2535,24284.10069,24845.85821,11820.18942,11383.67635,9237.356689,8665.802697,5781.150267,1739.904607,3933.754112,10538.71387,8366.278842,10033.27842,11836.21938,11060.04661,15306.95693,10690.20433,10949.47862,10107.32292,364.9440336,7037.627248,6885.038397,5371.426363,4540.038438,11555.68251,11855.06462,11830.26906,12655.34134,12677.42109,12351.19806,11670.07345,11871.43177,10532.7522,11840.80082,10783.73947,10117.96448,6204.212154,13732.22908,8029.232215,9586.053931,9126.084376,8497.730407,8055.011884,8395.053287,4880.516886,7588.63884,7393.694586,11491.18193,11172.46049,11172.46049,10666.80396,10392.36718,10485.23647,10152.30361,9869.077547,9635.025368,9375.866896,8981.78481,6908.087461,6345.160922,5922.115164,4878.013364,4878.013364,6987.045162,22192.90782,22192.90782,7897.037354,6706.096148,6086.170164,6176.637876,5948.496802,6002.155823,5334.240773,4867.35284,5498.510265,12504.2453,4419.233507
11591.82376,9985.357919,10183.90927,9988.582779,10773.37467,9517.846013,8582.944009,10447.57438,8984.350431,9255.967048,7044.976349,4573.775133,3739.668318,35690.45995,10231.47401,11022.47658,11506.14335,11499.06282,11012.1653,10672.0292,11468.59928,9918.188807,9328.474539,9273.621203,9358.004964,5238.711025,6439.904584,7548.793708,4376.646596,6351.955321,4921.403649,4602.47075,1869.229234,17544.7096,5738.564196,5868.868739,18400.43207,20595.48217,20048.18974,19103.67257,18242.92947,17899.74192,13823.21771,11551.46146,11950.40872,11636.14433,10523.00437,0,913.1141411,3102.483671,3320.655207,4672.967967,4859.40577,5050.542665,5387.045549,5721.179429,12863.06851,12568.12124,12628.81416,12536.23752,12645.4584,14115.25958,12944.80955,9458.402046,11414.64839,47885.71286,49466.93914,28630.90267,29200.46808,29836.41795,19312.65203,16505.70142,17268.44907,17244.17993,10253.41308,10690.29782,12506.71349,10396.79197,6154.202685,8629.892266,8815.827673,7178.269744,4863.224521,4737.81212,4584.601173,5310.409172,10875.26949,7184.381123,7302.396579,7064.48346,7836.202678,13620.69052,16076.45757,16088.1952,16904.06486,16936.90493,16836.9652,17005.37125,17199.64367,15246.39436,17217.47842,16216.48768,16122.04908,12914.10734,15235.93239,3998.457928,11761.57142,12482.95164,11829.91902,11340.59486,12627.80812,12465.87047,11198.19841,12165.0009,18525.60181,17794.36401,17794.36401,17701.03119,17815.10622,17940.44306,17694.77991,17459.78522,17276.54826,16998.60875,15918.30847,14800.35349,13819.01937,14651.60984,13137.34436,13137.34436,12265.665,14519.87033,14519.87033,7436.907932,7898.160034,6550.873638,6282.020163,6315.907095,6128.599236,6413.140358,6936.711064,7405.016046,7359.229577,7253.914534
11512.49095,10252.43051,10442.29323,10227.83852,10804.3894,9528.028391,8546.233475,10227.03289,8736.997933,9040.15149,6358.497574,4808.661722,4587.261286,34786.8957,9322.216257,10114.87995,10613.13656,10590.65058,10099.06427,9766.621928,10564.17448,9021.281686,8452.718775,8399.877259,8508.651619,6096.896739,7332.020184,8451.589513,5285.541977,7255.655093,5704.022587,5467.463678,2778.494208,16783.29912,5427.758514,5309.023143,17495.68198,19718.44042,19185.10608,18244.92954,17436.65009,17052.92004,13059.73585,10953.09835,11419.75884,10985.81858,9891.630517,913.1141411,0,2437.297934,2719.250003,3924.705769,4126.213522,4278.162843,4569.035036,5090.777497,11954.13022,11655.39064,11744.48578,11649.15688,11758.10762,13215.32653,12051.2366,8640.945844,11419.5341,46993.05238,48570.29577,27723.1582,28296.80225,28932.26903,18421.33274,15592.84246,16399.17177,16394.99127,10082.7427,10177.67351,11703.604,10668.53893,6331.639852,8935.044277,9297.166925,7664.026342,5658.947812,5296.864226,5189.808444,5759.030976,10249.25995,7181.453946,7280.678162,6837.80332,7536.920982,12725.48902,15164.71928,15176.29663,15993.23488,16026.05162,15924.82171,16092.78605,16286.92377,14333.37475,16304.88707,15305.06723,15215.50428,12039.00807,15507.4802,4050.130117,11876.25518,12519.41542,11843.45096,11336.96348,12592.49657,12137.8207,11158.61829,12065.24239,17627.30082,16891.37611,16891.37611,16805.04726,16926.85019,17052.49988,16809.83276,16576.97831,16395.8349,16118.61836,15027.12526,13941.96708,12956.04908,13827.6078,12310.57432,12310.57432,12125.87983,14382.9134,14382.9134,6526.438243,6988.765892,5661.614159,5393.650922,5436.861865,5251.616468,5567.310915,6101.207462,6525.916055,7991.072473,6436.676088
